algorithm,instance,run,best_cost,iteration_found_best
RRT,RC1_6_7.TXT,7,18366.12,4992
RRT,RC1_6_7.TXT,8,18380.39,4939
RRT,RC1_6_7.TXT,9,18271.63,4994
RRT,RC1_6_7.TXT,10,18647.40,4987
RRT,RC1_6_8.TXT,1,18316.14,4976
RRT,RC1_6_8.TXT,2,18317.20,4991
RRT,RC1_6_8.TXT,3,18567.28,4992
RRT,RC1_6_8.TXT,4,18390.42,4999
RRT,RC1_6_8.TXT,5,18428.97,4998
RRT,RC1_6_8.TXT,6,18006.47,4997
RRT,RC1_6_8.TXT,7,18594.46,4995
RRT,RC1_6_8.TXT,8,18419.92,4980
RRT,RC1_6_8.TXT,9,18436.13,4980
RRT,RC1_6_8.TXT,10,18271.65,4991
RRT,RC1_6_9.TXT,1,18272.95,4999
RRT,RC1_6_9.TXT,2,17999.26,4993
RRT,RC1_6_9.TXT,3,18418.42,4993
RRT,RC1_6_9.TXT,4,18140.64,4995
RRT,RC1_6_9.TXT,5,18508.56,4999
RRT,RC1_6_9.TXT,6,17986.84,4997
RRT,RC1_6_9.TXT,7,18373.68,4997
RRT,RC1_6_9.TXT,8,18176.46,4988
RRT,RC1_6_9.TXT,9,18055.82,4989
RRT,RC1_6_9.TXT,10,18356.62,4994
RRT,RC2_6_1.TXT,1,12911.33,4999
RRT,RC2_6_1.TXT,2,12839.39,4999
RRT,RC2_6_1.TXT,3,13023.49,4991
RRT,RC2_6_1.TXT,4,12876.71,4989
RRT,RC2_6_1.TXT,5,12792.65,4997
RRT,RC2_6_1.TXT,6,12667.18,4995
RRT,RC2_6_1.TXT,7,12756.65,4998
RRT,RC2_6_1.TXT,8,12546.85,4999
RRT,RC2_6_1.TXT,9,12842.64,4998
RRT,RC2_6_1.TXT,10,12744.46,4997
RRT,RC2_6_10.TXT,1,9790.05,4992
RRT,RC2_6_10.TXT,2,9789.23,4993
RRT,RC2_6_10.TXT,3,9690.10,4999
RRT,RC2_6_10.TXT,4,9892.45,4995
RRT,RC2_6_10.TXT,5,9977.01,4997
RRT,RC2_6_10.TXT,6,9870.22,4998
RRT,RC2_6_10.TXT,7,9824.09,4995
RRT,RC2_6_10.TXT,8,9843.30,4998
RRT,RC2_6_10.TXT,9,9832.84,4990
RRT,RC2_6_10.TXT,10,9582.77,4997
RRT,RC2_6_2.TXT,1,11276.98,4997
RRT,RC2_6_2.TXT,2,11123.61,4993
RRT,RC2_6_2.TXT,3,11238.43,4996
RRT,RC2_6_2.TXT,4,11171.72,4998
RRT,RC2_6_2.TXT,5,11210.79,4999
RRT,RC2_6_2.TXT,6,11272.56,4976
RRT,RC2_6_2.TXT,7,11056.95,4995
RRT,RC2_6_2.TXT,8,11270.59,4999
RRT,RC2_6_2.TXT,9,11344.69,4993
RRT,RC2_6_2.TXT,10,11183.41,4998
RRT,RC2_6_3.TXT,1,10039.01,4903
RRT,RC2_6_3.TXT,2,9609.76,4401
RRT,RC2_6_3.TXT,3,9764.16,4999
RRT,RC2_6_3.TXT,4,9542.52,4999
RRT,RC2_6_3.TXT,5,9834.72,4995
RRT,RC2_6_3.TXT,6,9553.97,4999
RRT,RC2_6_3.TXT,7,9885.98,4972
RRT,RC2_6_3.TXT,8,9648.62,4999
RRT,RC2_6_3.TXT,9,9525.28,4999
RRT,RC2_6_3.TXT,10,9653.70,4997
RRT,RC2_6_4.TXT,1,7849.43,4984
RRT,RC2_6_4.TXT,2,8099.55,4996
RRT,RC2_6_4.TXT,3,7785.46,4995
RRT,RC2_6_4.TXT,4,7747.28,4999
RRT,RC2_6_4.TXT,5,7716.60,4994
RRT,RC2_6_4.TXT,6,7591.54,4978
RRT,RC2_6_4.TXT,7,7852.50,4998
